,index,article,simpSent,standSent,typeOfMatch
4267,8534,Alchemy,"Hitchcock , in his Remarks Upon Alchymists ( 1855 ) attempted to make a case for his spiritual interpretation with his claim that the alchemists wrote about a spiritual discipline under a materialistic guise in order to avoid accusations of blasphemy from the church and state .",Many times alchemists would use stories and legends to try to veil ( cover up ) how to make gold .,0.0
4268,8536,Alchemy,"Hitchcock , in his Remarks Upon Alchymists ( 1855 ) attempted to make a case for his spiritual interpretation with his claim that the alchemists wrote about a spiritual discipline under a materialistic guise in order to avoid accusations of blasphemy from the church and state .",The psychologist Carl Gustav Jung was interested in this as well but in relation to the soul of man .,0.0
4269,8538,Alchemy,"Hitchcock , in his Remarks Upon Alchymists ( 1855 ) attempted to make a case for his spiritual interpretation with his claim that the alchemists wrote about a spiritual discipline under a materialistic guise in order to avoid accusations of blasphemy from the church and state .",Alchemists are objective ( they deal with external existence ) while psychologists are subjective ( they deal with the inner life of man ) .,0.0
4270,8540,Alchemy,"Hitchcock , in his Remarks Upon Alchymists ( 1855 ) attempted to make a case for his spiritual interpretation with his claim that the alchemists wrote about a spiritual discipline under a materialistic guise in order to avoid accusations of blasphemy from the church and state .",Alchemists deal with the First Matter ( a substance that makes transmutation easy ) while Psychology deals with the mind .,0.0
4271,8542,Alchemy,"Hitchcock , in his Remarks Upon Alchymists ( 1855 ) attempted to make a case for his spiritual interpretation with his claim that the alchemists wrote about a spiritual discipline under a materialistic guise in order to avoid accusations of blasphemy from the church and state .","A famous saying in Alchemy : `` As above , so below '' veils the relationship existing between Alchemy and Psychology .",0.0
4272,8544,Alchemy,"Hitchcock , in his Remarks Upon Alchymists ( 1855 ) attempted to make a case for his spiritual interpretation with his claim that the alchemists wrote about a spiritual discipline under a materialistic guise in order to avoid accusations of blasphemy from the church and state .",Alchemy is not a science any more .,0.0
4273,8546,Alchemy,"Hitchcock , in his Remarks Upon Alchymists ( 1855 ) attempted to make a case for his spiritual interpretation with his claim that the alchemists wrote about a spiritual discipline under a materialistic guise in order to avoid accusations of blasphemy from the church and state .","Some things that the alchemists learned about were important for other sciences , like chemistry .",0.0
4274,8548,Alchemy,"Hitchcock , in his Remarks Upon Alchymists ( 1855 ) attempted to make a case for his spiritual interpretation with his claim that the alchemists wrote about a spiritual discipline under a materialistic guise in order to avoid accusations of blasphemy from the church and state .","In 1980 , an American scientist named Glenn Seaborg actually changed a very tiny amount of bismuth into gold with a nuclear reactor .",0.0
4275,8550,Alchemy,"Hitchcock , in his Remarks Upon Alchymists ( 1855 ) attempted to make a case for his spiritual interpretation with his claim that the alchemists wrote about a spiritual discipline under a materialistic guise in order to avoid accusations of blasphemy from the church and state .",But it cost much more to transform the energy to do this than the tiny amount of gold was worth .,0.0
4276,8552,Alchemy,"Hitchcock , in his Remarks Upon Alchymists ( 1855 ) attempted to make a case for his spiritual interpretation with his claim that the alchemists wrote about a spiritual discipline under a materialistic guise in order to avoid accusations of blasphemy from the church and state .",This is the closest a scientist has come to discover the Philosopher 's Stone of the ancient Alchemists .,0.0
4277,8554,Alchemy,"Hitchcock , in his Remarks Upon Alchymists ( 1855 ) attempted to make a case for his spiritual interpretation with his claim that the alchemists wrote about a spiritual discipline under a materialistic guise in order to avoid accusations of blasphemy from the church and state .",The Philosopher 's Stone is the means ( way ) Alchemists use to achieve ( to succeed in ) transmutation .,0.0
4278,8556,Alchemy,"Hitchcock , in his Remarks Upon Alchymists ( 1855 ) attempted to make a case for his spiritual interpretation with his claim that the alchemists wrote about a spiritual discipline under a materialistic guise in order to avoid accusations of blasphemy from the church and state .","Alchemy was an important science because it helped create many other sciences that came after it , for example , Chemistry , Physics , Biology , and astronomy .",0.0
4279,8558,Alchemy,"Hitchcock , in his Remarks Upon Alchymists ( 1855 ) attempted to make a case for his spiritual interpretation with his claim that the alchemists wrote about a spiritual discipline under a materialistic guise in order to avoid accusations of blasphemy from the church and state .",Alchemists not only tried to create gold but they also looked for self-purification ( to separate the pure from the impure with great care ) and enlightenment .,0.0
4280,8560,Alchemy,"In 1845 , Baron Carl Reichenbach , published his studies on Odic force , a concept with some similarities to alchemy , but his research did not enter the mainstream of scientific discussion .","Alchemy is a study of the basic elements called fire , water , earth and air .",0.0
4281,8562,Alchemy,"In 1845 , Baron Carl Reichenbach , published his studies on Odic force , a concept with some similarities to alchemy , but his research did not enter the mainstream of scientific discussion .",It is the study of transmutation .,0.0
4282,8564,Alchemy,"In 1845 , Baron Carl Reichenbach , published his studies on Odic force , a concept with some similarities to alchemy , but his research did not enter the mainstream of scientific discussion .",It was first studied to learn how to change lead into gold .,0.0
4283,8566,Alchemy,"In 1845 , Baron Carl Reichenbach , published his studies on Odic force , a concept with some similarities to alchemy , but his research did not enter the mainstream of scientific discussion .","It is similar to chemistry , but much older .",0.0
4284,8568,Alchemy,"In 1845 , Baron Carl Reichenbach , published his studies on Odic force , a concept with some similarities to alchemy , but his research did not enter the mainstream of scientific discussion .",People who studied alchemy were called alchemists .,0.0
