,article,simpSent,StandSent,typeOfMatch,standSent
1231,Angers,"The town is also home to a state university , the University of Angers .",,0,There are two universities .
1232,Angers,"The town is also home to a state university , the University of Angers .",,1,"More than 17,000 students go to the ` Université d'Angers ' ( a state university ) and 12,000 go to the ` Université Catholique de l'Ouest ' ( a private catholic university ) ."
1233,Angers,"The town is also home to a state university , the University of Angers .",,0,The ` Ecole Superieure des Sciences Commerciales d'Angers ' is one of the most prestigious business school in France .
1234,Angers,"The Apocalypse Tapestry , or `` the tapestries of the Apocalypse '' , originally made for Louis I d'Anjou in the fourteenth century , are today in the Château d'Angers after their restoration .",,0,"Many festivals happen every year in the city ( film festival ` Premiers plans ' , street festivals ` Tours de scène ' and the famous ` Accroches-coeurs ' ) ."
1235,Angers,"The Apocalypse Tapestry , or `` the tapestries of the Apocalypse '' , originally made for Louis I d'Anjou in the fourteenth century , are today in the Château d'Angers after their restoration .",,0,It has many museums .
1236,Angers,"The Apocalypse Tapestry , or `` the tapestries of the Apocalypse '' , originally made for Louis I d'Anjou in the fourteenth century , are today in the Château d'Angers after their restoration .",,1,The museum of Beaux-Arts ( a famous Art museum ) and `` Apocalypse Tapestry '' ( the oldest and largest collection of medieval tapestries in the world ) are very famous .
1237,Angers,"The Apocalypse Tapestry , or `` the tapestries of the Apocalypse '' , originally made for Louis I d'Anjou in the fourteenth century , are today in the Château d'Angers after their restoration .",,0,There are two universities .
1238,Angers,"Södertälje , Sweden , since 1998 .",,0,"Pisa , Italy , since 1982 ."
1239,Angers,"Södertälje , Sweden , since 1998 .",,0,"Wigan , United Kingdom , since 1988 ."
1240,Angers,"Södertälje , Sweden , since 1998 .",,1,"Södertälje , Sweden , since 1998 ."
1241,Angers,"Södertälje , Sweden , since 1998 .",,0,"Seville , Spain , since 2000 ."
1242,Angers,"Wigan , United Kingdom , since 1988 .",,0,"Bamako , Mali , since 1974 ."
1243,Angers,"Wigan , United Kingdom , since 1988 .",,0,"Pisa , Italy , since 1982 ."
1244,Angers,"Wigan , United Kingdom , since 1988 .",,1,"Wigan , United Kingdom , since 1988 ."
1245,Angers,"Wigan , United Kingdom , since 1988 .",,0,"Södertälje , Sweden , since 1998 ."
1246,Angers,"Osnabrück , Germany , since 1964 .",,0,The ` Ecole Superieure des Sciences Commerciales d'Angers ' is one of the most prestigious business school in France .
1247,Angers,"Osnabrück , Germany , since 1964 .",,0,"Angers is twinned with : Haarlem , Netherlands , since 1964 ."
1248,Angers,"Osnabrück , Germany , since 1964 .",,1,"Osnabrück , Germany , since 1964 ."
1249,Angers,"Osnabrück , Germany , since 1964 .",,0,"Bamako , Mali , since 1974 ."
1250,Angers,"A center of learning , Angers boasts two renowned universities and several specialized institutions , altogether responsible for more than 26,000 students .",,0,It has many museums .
1251,Angers,"A center of learning , Angers boasts two renowned universities and several specialized institutions , altogether responsible for more than 26,000 students .",,0,The museum of Beaux-Arts ( a famous Art museum ) and `` Apocalypse Tapestry '' ( the oldest and largest collection of medieval tapestries in the world ) are very famous .
1252,Angers,"A center of learning , Angers boasts two renowned universities and several specialized institutions , altogether responsible for more than 26,000 students .",,1,There are two universities .
1253,Angers,"A center of learning , Angers boasts two renowned universities and several specialized institutions , altogether responsible for more than 26,000 students .",,0,"More than 17,000 students go to the ` Université d'Angers ' ( a state university ) and 12,000 go to the ` Université Catholique de l'Ouest ' ( a private catholic university ) ."
1254,Angers,The city traces its roots to early Roman times .,,0,"Nowadays , the name of Anjou is Maine-et-Loire ."
1255,Angers,The city traces its roots to early Roman times .,,0,The inhabitants of Angers and of Anjou are called ` angevins ' .
1256,Angers,The city traces its roots to early Roman times .,,1,The city existed before the Roman Empire .
1257,Angers,The city traces its roots to early Roman times .,,0,"After the Roman conquest , the city was called Juliomagus ."
1258,Angers,"Angers is twinned with : Haarlem , Netherlands , since 1964 .",,0,"More than 17,000 students go to the ` Université d'Angers ' ( a state university ) and 12,000 go to the ` Université Catholique de l'Ouest ' ( a private catholic university ) ."
1259,Angers,"Angers is twinned with : Haarlem , Netherlands , since 1964 .",,0,The ` Ecole Superieure des Sciences Commerciales d'Angers ' is one of the most prestigious business school in France .
1260,Angers,"Angers is twinned with : Haarlem , Netherlands , since 1964 .",,1,"Angers is twinned with : Haarlem , Netherlands , since 1964 ."
1261,Angers,"Angers is twinned with : Haarlem , Netherlands , since 1964 .",,0,"Osnabrück , Germany , since 1964 ."
1262,Angers,"Angers has a few important museums on the national level : `` Musée des Beaux-Arts '' ( Art & Sculpture , the permanent collections : 14th to the present ) has just reopened , after five years of work .",,0,"It is an economic center , a touristic and cultural town ."
1263,Angers,"Angers has a few important museums on the national level : `` Musée des Beaux-Arts '' ( Art & Sculpture , the permanent collections : 14th to the present ) has just reopened , after five years of work .",,0,"Many festivals happen every year in the city ( film festival ` Premiers plans ' , street festivals ` Tours de scène ' and the famous ` Accroches-coeurs ' ) ."
1264,Angers,"Angers has a few important museums on the national level : `` Musée des Beaux-Arts '' ( Art & Sculpture , the permanent collections : 14th to the present ) has just reopened , after five years of work .",,1,It has many museums .
1265,Angers,"Angers has a few important museums on the national level : `` Musée des Beaux-Arts '' ( Art & Sculpture , the permanent collections : 14th to the present ) has just reopened , after five years of work .",,1,The museum of Beaux-Arts ( a famous Art museum ) and `` Apocalypse Tapestry '' ( the oldest and largest collection of medieval tapestries in the world ) are very famous .
1269,Angers,"Angers has a few important museums on the national level : `` Musée des Beaux-Arts '' ( Art & Sculpture , the permanent collections : 14th to the present ) has just reopened , after five years of work .",,0,There are two universities .
1270,Angers,"Seville , Spain , since 2000 .",,0,"Wigan , United Kingdom , since 1988 ."
1271,Angers,"Seville , Spain , since 2000 .",,0,"Södertälje , Sweden , since 1998 ."
1272,Angers,"Seville , Spain , since 2000 .",,1,"Seville , Spain , since 2000 ."
1273,Angers,"Seville , Spain , since 2000 .",,0,"Yantai , China , since 2006 ."
1274,Angers,Angers 's Business School is ESSCA ( Ecole Superieure des Sciences Commerciales d'Angers ) .,,0,There are two universities .
1275,Angers,Angers 's Business School is ESSCA ( Ecole Superieure des Sciences Commerciales d'Angers ) .,,0,"More than 17,000 students go to the ` Université d'Angers ' ( a state university ) and 12,000 go to the ` Université Catholique de l'Ouest ' ( a private catholic university ) ."
1276,Angers,Angers 's Business School is ESSCA ( Ecole Superieure des Sciences Commerciales d'Angers ) .,,1,The ` Ecole Superieure des Sciences Commerciales d'Angers ' is one of the most prestigious business school in France .
1277,Angers,Angers 's Business School is ESSCA ( Ecole Superieure des Sciences Commerciales d'Angers ) .,,0,"Angers is twinned with : Haarlem , Netherlands , since 1964 ."
1278,Angers,"The city has a Catholic university , the Université Catholique de L'Ouest ( Catholic University of the West , or UCO ) , one of five Catholic universities in France .",,0,The museum of Beaux-Arts ( a famous Art museum ) and `` Apocalypse Tapestry '' ( the oldest and largest collection of medieval tapestries in the world ) are very famous .
1279,Angers,"The city has a Catholic university , the Université Catholique de L'Ouest ( Catholic University of the West , or UCO ) , one of five Catholic universities in France .",,0,There are two universities .
1280,Angers,"The city has a Catholic university , the Université Catholique de L'Ouest ( Catholic University of the West , or UCO ) , one of five Catholic universities in France .",,1,"More than 17,000 students go to the ` Université d'Angers ' ( a state university ) and 12,000 go to the ` Université Catholique de l'Ouest ' ( a private catholic university ) ."
1281,Angers,"The city has a Catholic university , the Université Catholique de L'Ouest ( Catholic University of the West , or UCO ) , one of five Catholic universities in France .",,0,The ` Ecole Superieure des Sciences Commerciales d'Angers ' is one of the most prestigious business school in France .
1282,Angers,"Angers is located in the French region known by its pre-revolutionary , provincial name , Anjou , and its inhabitants are called Angevins .",,0,"Yantai , China , since 2006 ."
1283,Angers,"Angers proper has a population of 157,000 inhabitants , while c. 283,000 live in its metropolitan area .",,0,Angers is a city in the west of France .
1284,Angers,"Angers proper has a population of 157,000 inhabitants , while c. 283,000 live in its metropolitan area .",,1,"Around 160,000 inhabitants live inside the city and 300,000 live in the metropolitan area ."
1285,Angers,"Angers proper has a population of 157,000 inhabitants , while c. 283,000 live in its metropolitan area .",,0,It is the capital of the historical province called Anjou .
1286,Angers,"Pisa , Italy , since 1982 .",,0,"Osnabrück , Germany , since 1964 ."
1287,Angers,"Pisa , Italy , since 1982 .",,0,"Bamako , Mali , since 1974 ."
1288,Angers,"Pisa , Italy , since 1982 .",,1,"Pisa , Italy , since 1982 ."
1289,Angers,"Pisa , Italy , since 1982 .",,0,"Wigan , United Kingdom , since 1988 ."
